title,pubDate,link,description,imageLink,imageDescription
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
How rich people could help save the planet from the climate crisis,"Fri, 12 Jul 2019 09:20:40 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/Pa_SMoc1110/index.html,Rich people don't just have bigger bank balances and more lavish lifestyles than the rest of us -- they also have bigger carbon footprints.,http://feeds.feedburner.com/~r/rss/edition_world/~4/Pa_SMoc1110,
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,"Fri, 12 Jul 2019 15:14:00 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/pbQjkbD_bFk/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/pbQjkbD_bFk,
